,Column_name,Branches,Child_Columns,Depth,Target,Parent_Col,Parent_Branch
10,ProductCD,['H' 'W'],[],1,0.0,addr1,157.0
11,card1,"[ 2455  3917  5703  6530  7508  7919  9128  9786 10854 12577 12868 13266
 13602 14079 14131 15066 17363 18227 18269]","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,158.0
12,ProductCD,['W'],[],1,0.0,addr1,159.0
13,card1,[ 3154  3867  5812  8755  9633  9635 14543],"['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,161.0
14,ProductCD,['H' 'W'],[],1,0.0,addr1,170.0
15,card1,"[ 1066  1214  1296  1368  1443  1661  1685  2006  2114  2333  2455  4436
  5951  6335  6357  7043  7152  7508  7861  7919  8071  8691  8695 10112
 10776 11546 11653 12705 12888 13526 13749 14290 15063 15066 15863 16037
 17480 18178 18249]",[],1,0.0,addr1,177.0
16,card1,"[ 1039  1214  1279  1310  1314  1324  1363  1444  1521  1804  1893  2125
  2263  2392  2803  2884  3126  3451  3651  3742  3920  4085  4141  4515
  4526  4663  4854  5247  5680  6019  6344  6358  6516  6530  6546  6794
  7282  7585  7800  7815  7861  7919  8117  8320  8499  8736  9364 10057
 10058 10112 10616 10776 11296 11556 11633 11725 12205 12226 12253 12501
 12577 13009 13062 13080 13307 13526 14165 14182 14479 14482 14800 14887
 15029 15066 15773 15851 16059 16070 16075 16444 16553 16632 16657 16661
 16691 16828 16916 16994 17111 17118 17180 17399 17400 17405 17469 17570
 17625 17729 17787 18249]",[],1,0.0,addr1,181.0
17,ProductCD,['H' 'R' 'S' 'W'],[],1,0.0,addr1,184.0
18,card1,"[ 1333  1765  1893  1929  2377  2616  2746  2772  2803  3056  3094  3985
  4063  4147  4168  4347  4387  4591  5111  5492  5815  6019  6276  6293
  6319  6530  6774  6980  7585  7669  7680  7919  8320  8528  8671  9043
  9152  9323  9364  9500  9839  9869  9904 10049 10057 10106 10661 10948
 10960 10967 11157 11640 11690 11870 11900 12002 12403 12501 12544 12570
 12577 12603 12686 12705 12807 12839 13108 13136 13207 13307 13530 13597
 13663 14244 14357 14410 14479 14540 14636 14842 14885 15007 15066 15111
 15205 15280 16075 16132 16255 16560 16632 16659 16774 16923 18132 18268
 18335 18385]","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'TransactionDT', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,191.0
19,ProductCD,['W'],[],1,0.0,addr1,194.0
20,ProductCD,['W'],[],1,0.0,addr1,199.0
21,ProductCD,['W'],[],1,0.0,addr1,202.0
22,card1,"[ 1013  2231  2977  3316  3331  4755  4967  4975  5033  5262  6292  6344
  6394  7114  7585  7919  8287  9561  9803 10057 11339 11796 11839 12469
 13465 14556 15668 16075 16927 17188 18132]","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,203.0
23,card5,"['102.0' '117.0' '118.0' '126.0' '129.0' '133.0' '146.0' '150.0' '162.0'
 '166.0' '190.0' '195.0' '197.0' '198.0' '202.0' '219.0' '224.0' '226.0'
 '228.0' '229.0']","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'card1', 'C6', 'C10', 'ProductCD', 'ProductCD']",1,,addr1,204.0
24,ProductCD,['H' 'R' 'S' 'W'],[],1,0.0,addr1,205.0
25,card1,"[ 1675  2308  2455  2616  2803  2884  4272  4663  5338  5951  6019  7322
  7468  7508  7585  7676  7919  8719  9175  9350  9992 10112 10616 11162
 13530 14079 14153 14182 15066 15497 16075 16560 16750 17188 18366]",[],1,0.0,addr1,220.0
26,C4,2.0,"['ProductCD', 'ProductCD']",1,,addr1,225.0
27,card1,"[ 1444  1724  1770  2114  2772  3821  4231  4822  6019  6170  6197  6209
  6741  7508  7919  9678  9749  9766  9998 10447 10655 10818 11056 11319
 11839 12538 12839 13324 13526 13663 13991 14079 14084 14479 14768 15066
 15446 15986 16375 18258]",[],1,0.0,addr1,226.0
28,card1,"[ 1388  1632  1724  1893  1939  1991  2455  2755  2803  2884  3143  3277
  3380  3553  3681  4763  5167  5323  5643  5691  6019  6530  6900  7069
  7585  7919  8135  8406  8900  9500  9749  9803 10486 10740 11207 11319
 11671 12037 12100 12348 12469 12695 12932 13073 13307 13370 13455 13481
 14039 15027 15773 16003 16075 16560 16659 16751 17556 18268]",[],1,0.0,addr1,231.0
29,card1,[3154 5583],"['ProductCD', 'ProductCD']",1,,addr1,242.0
30,card1,"[ 1450  1893  2616  2622  2695  2755  2803  3009  3020  3368  3673  3681
  3821  4141  4591  5613  6019  6481  6727  6940  7241  7264  7301  7585
  7591  7919  8320  8431  8528  8613  9500  9992 10104 10763 10859 11157
 12108 12308 12469 12577 12686 13111 13422 13500 15066 15239 15947 16255
 16800 18268]","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,251.0
31,ProductCD,['R' 'W'],[],1,0.0,addr1,253.0
32,ProductCD,['R' 'W'],[],1,0.0,addr1,254.0
33,ProductCD,['W'],[],1,0.0,addr1,259.0
34,C10,2.0,"['card1', 'ProductCD']",1,,addr1,264.0
35,ProductCD,['H' 'R' 'W'],[],1,0.0,addr1,269.0
36,card1,"[ 1214  1310  1444  1675  1724  1745  1877  2157  2249  2255  2336  2377
  2392  2457  2616  2803  3094  3130  3148  3178  3278  3322  3682  3754
  3757  3865  4029  4151  4499  4663  4812  5272  5329  5492  5606  5700
  5938  6019  6021  6053  6063  6170  6405  6525  6530  6554  6584  6816
  6868  6877  7357  7377  7533  7585  7638  7861  7919  7945  8117  8135
  8198  8406  8431  8468  8469  8505  8528  8695  8908  9002  9128  9480
  9500  9537  9561  9749  9803  9992  9998 10112 10349 10353 10399 10486
 10505 10616 10836 10859 10908 10948 10960 11149 11204 11233 11319 11388
 11465 11538 11815 11919 12469 12476 12501 12544 12570 12577 12581 12679
 12686 12723 12725 12766 12839 12902 13307 13716 13749 13940 13960 14077
 14426 14431 14651 14661 14743 14769 14827 15066 15111 15427 15845 16075
 16255 16560 16630 16632 17003 17188 17383 17727 18132]",[],1,0.0,addr1,272.0
37,ProductCD,['W'],[],1,0.0,addr1,276.0
38,ProductCD,['C'],[],1,0.0,addr1,284.0
39,card1,[ 3113  7291  7348  7493 16579 17407],[],1,0.0,addr1,296.0
40,card5,"['100.0' '102.0' '117.0' '118.0' '119.0' '126.0' '129.0' '133.0' '137.0'
 '141.0' '150.0' '162.0' '166.0' '185.0' '190.0' '195.0' '197.0' '198.0'
 '202.0' '203.0' '219.0' '223.0' '224.0' '226.0' '228.0' '229.0' '236.0']","['ProductCD', 'card1', 'ProductCD', 'ProductCD', 'ProductCD', 'TransactionDT', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'card1', 'card1', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,299.0
41,card1,"[ 2616  4693  5254  7207  7744  7919  9500 10190 10476 13073 14092 14540
 15528 15656 16659]",[],1,0.0,addr1,308.0
42,card1,"[ 1444  2392  2455  2616  2704  2721  2772  2803  2884  3682  3821  4090
  4663  4806  4812  5409  5606  6019  6021  6344  6530  7005  7063  7474
  7508  7585  7861  7919  7970  8088  8320  8378  8880  8908  8989  9002
  9992 10045 10466 10486 10616 10626 10856 11942 12577 12695 13526 13534
 14066 14084 14502 15066 15484 15497 15986 16160 16255 16362 16632 16659
 17108 17188 17723 18305]","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,310.0
43,ProductCD,['C'],[],1,0.0,addr1,312.0
44,card1,"[ 1222  1404  1411  1444  1522  1724  1764  1865  1878  1939  2020  2114
  2198  2289  2392  2538  2581  2614  2616  2755  2803  2884  2939  3022
  3090  3093  3191  3326  3343  3682  4105  4272  4396  4806  5033  5273
  5409  5554  5724  5751  5901  5938  6019  6068  6170  6328  6530  6816
  6843  7078  7182  7449  7585  7815  7861  7919  7951  8117  8135  8320
  8335  8414  8821  9400  9480  9485  9500  9749  9803  9992 10057 10075
 10112 10447 10486 10488 10616 10856 10989 11159 11378 11820 11893 12172
 12190 12494 12577 12686 12891 12945 13108 13143 13152 13530 13808 13917
 14189 14290 14502 15020 15066 15108 15205 15265 15428 15497 15592 15847
 16075 16232 16560 16582 16630 16659 16661 16994 17262 17705 18227 18249
 18283]",[],1,0.0,addr1,315.0
45,card1,"[ 1650  1724  2455  3821  5613  5938  6542  6564  6590  6739  7826  9500
 10616 10811 11207 11218 12577 12932 14259 15815]","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,324.0
46,card1,"[ 1059  1342  1444  1775  1805  1859  1906  2303  2377  2383  2392  2567
  2581  2616  2855  2884  2939  3004  3056  3603  3605  3682  3821  4030
  4067  4079  4121  4148  4208  4253  4310  4425  4571  4643  4663  4679
  4685  4845  4905  5047  5167  5170  5277  5376  5409  5556  5613  5629
  5655  5660  5700  5901  5938  6019  6062  6204  6366  6530  6580  6592
  6668  6741  6755  6832  6896  7069  7121  7482  7585  7680  7757  7800
  7826  7861  7892  7919  8003  8135  8320  8394  8431  8558  8695  8821
  9072  9166  9263  9499  9500  9515  9645  9803  9891 10023 10112 10186
 10267 10278 10486 10565 10594 10616 10856 11207 11233 11371 11388 11520
 11575 11815 11862 11919 11972 12037 12039 12116 12253 12308 12364 12469
 12501 12538 12544 12567 12577 12590 12615 12668 12695 12747 12839 12883
 12932 13052 13095 13178 13307 13481 13825 13833 13906 14079 14098 14102
 14278 14382 14415 14574 14627 14858 15066 15184 15205 15359 15511 15773
 15986 16034 16053 16075 16116 16131 16163 16188 16189 16379 16437 16560
 16659 16809 16873 16914 17020 17055 17318 17374 17404 17422 17635 17684
 17729 17872 17939 18072 18103 18117 18154 18211 18249 18281 18292 18350]","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'TransactionDT', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'TransactionDT', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'TransactionDT', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'TransactionDT', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,325.0
47,card1,"[ 1214  1444  1570  1595  1724  1893  1919  2114  2162  2392  2538  2569
  2616  2646  2782  3681  4067  4472  4806  4908  5033  5248  5719  5902
  6065  6170  6517  7670  7815  7861  7919  8117  8414  9678  9803  9808
 10057 10454 10486 10616 10856 10989 11167 11660 11717 11783 11815 12293
 12502 12692 12784 12802 12850 13398 14042 14479 14842 15063 15066 15757
 16315 16476 16554 16661 17188 17409 17910 18227 18268 18343]","['ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD', 'ProductCD']",1,,addr1,327.0
